X1,X2
0.9405450635368018,-2.98709861174188
0.9994219328236633,-2.7772193108623324
-0.9054313229715236,-2.037422606137791
0.6465780709529756,-1.7997191324209072
0.285206393275116,0.22473913221168873
1.438804247365117,-3.6319213838561226
0.7504285189827365,-1.3040966488681756
2.228159213660809,-3.077816178701283
1.0250086864084718,-1.1997014081903568
1.33492395145713,-5.517773627874641
0.9257737496678865,-2.490479314581158
0.5340862180118571,-1.0727284764466247
-0.07159833134100246,1.1360865365191377
0.22594414167789645,-1.123762244197013
0.8962611773017857,-0.9426319861865482
1.514278389196625,-3.946597642496322
1.2285174803011742,-3.369704343795327
1.2763837786559533,-2.9114964451820162
0.9767207508709922,-1.1191778017206437
0.32257714554807326,-1.2742496546000788
0.05458520279179013,-2.5829450935392324
0.7798724622720722,-1.5793553539955063
1.12399816758436,-2.587187383968586
1.01799351437201,-1.762128918690182
1.1223892562629558,-3.9161449252361775
1.0959064013167474,-1.585468545799434
1.3766954469862491,-3.4794690179602976
1.013730005578988,-2.1419138737171752
2.0564808480604864,-3.9553974821595386
0.4401633250741809,-2.824644760031904
1.1368429961491733,-2.1861747170444104
1.8303960523970386,-2.073586372214162
0.9224384866863338,-2.1239677195635682
1.3063366123827793,-0.9527859904022049
1.3570761836551644,-0.6942994399583673
1.3769883946165764,-3.415264229681628
0.7404399880687726,-2.6727307045577633
1.456078838455284,-4.196027116544116
0.9874398973679963,-2.135053824914974
0.5488152433242663,-3.031800437531202
0.41148142295035306,-0.6585937358191052
1.8850830184763794,-4.671914453049255
-0.41952112293870814,-2.9027812195202642
1.13864437517722,-1.90155791858195
2.41914776374634,-3.0610196504812803
1.4930437803959096,-2.6777439639807534
0.4636321370989246,-3.261033721345817
2.2827313078087093,-3.516257769362273
0.4827726656293596,-1.6403849501402161
1.2316891979207207,-3.1528335557780465
0.5197191216493078,-2.929093391462168
1.0188156861261004,-0.30307317188534943
1.8374653803869359,-0.664679991655849
0.3671017453839691,-0.3030442846459167
0.9802663690337761,-0.5737778578482557
0.38104714609817636,-2.1082995501227444
0.8988290519682942,-1.6606128213474451
0.9182605570714384,-0.1449263610214706
1.7504841494511707,-2.166083999684479
0.6302130950393159,-2.391020521827655
1.3274832541456232,-2.527270057199776
0.8276964302305363,-1.3660122955265699
0.9329139865638206,1.082417901869836
1.1132396529321638,-3.0466603718736227
0.017899491261227474,-1.422151295731571
1.282753152005268,-1.9017710859996633
1.3479518728462818,-2.969910809794389
1.5178657711561625,-2.5674427177822596
1.322091464845675,-1.154483002516597
1.0213497236593967,-1.0266715748218542
0.8956833315293847,-2.1556818564859723
0.7342216516718567,-0.5197068267387077
1.126500324035763,-3.779892572690395
0.6684693468761069,-2.5210663173401686
0.3304086354057033,-1.9798841882396725
1.7478949241443953,-2.0993888715979683
1.0021559628373842,-0.030137836907550453
1.0560028280270028,-1.8509870137773117
0.15186317876314892,-4.435380855462058
0.7583970634615939,-2.0063384065302636
-0.5682779044140065,0.5446686779457783
0.4241564312455831,-0.712108043135568
0.9402649833972391,-1.6704189105907563
1.6806202412088567,-1.9378607996558965
0.46799913276102123,-0.7940175858211198
1.2304508983296218,-3.3170603895910453
0.773659205957219,-1.939728862246945
1.5325284462867534,-2.4890829530707226
1.3798408506970796,-2.7506607351185894
-0.4838208822213945,-0.5352416374615949
-0.21535084082382294,-1.5709249599571815
1.4985506473951726,-2.0729205537705813
0.3402124093356029,-0.24662284974878745
0.8534656276926107,0.8734009387428907
