X,y
7.959183673469388,3.3701415839471687
1.2244897959183674,-2.0135078606638963
5.1020408163265305,4.5337096862710515
5.1020408163265305,2.2098058761493995
3.0612244897959187,-0.5467846251746258
1.2244897959183674,-0.39862417975877074
5.714285714285714,1.5901485323233107
7.755102040816327,4.8746568272885
8.36734693877551,2.912378864309163
3.2653061224489797,0.8093544307095185
0.0,-3.293917692538435
9.183673469387756,4.566387965181068
0.20408163265306123,-0.6250384391061463
8.36734693877551,4.74938027013467
7.346938775510204,4.549018536384431
7.142857142857143,0.9507217900456748
5.918367346938775,0.8786357107851634
4.8979591836734695,1.4740292931921801
9.795918367346939,3.7015661427810445
8.979591836734695,3.5427723407825216
4.285714285714286,0.4715021445531786
9.795918367346939,3.3927427146447733
8.571428571428571,2.803828089427488
8.775510204081632,4.468614625541043
7.346938775510204,3.076752677398465
8.36734693877551,3.189439231874159
6.73469387755102,2.262129070515194
9.795918367346939,4.139862961098827
1.2244897959183674,-0.6857481734747752
8.16326530612245,6.114135703224918
5.3061224489795915,1.6115273822659328
6.938775510204081,2.725103612943661
1.4285714285714286,-1.3307657330721967
8.16326530612245,3.4096126481468096
3.2653061224489797,0.2085300603497398
2.4489795918367347,-1.4684468802406383
7.959183673469388,3.630550576054199
7.551020408163265,0.08861401822961934
0.40816326530612246,-2.2426922915135417
6.938775510204081,4.181372275167554
9.795918367346939,3.7820354144593016
1.4285714285714286,-1.3344388780246352
3.673469387755102,2.074331509098218
3.673469387755102,1.3368607617141564
6.73469387755102,2.8834383742922762
3.673469387755102,0.33766234032458853
7.346938775510204,1.5830880436386265
1.6326530612244898,0.412169987873373
0.0,-0.8802624710946625
0.20408163265306123,-1.0850773366596016
5.714285714285714,2.930433698368534
7.142857142857143,1.513715902454241
1.0204081632653061,-0.6422556047645104
2.2448979591836737,-0.9750136867631067
3.8775510204081636,-0.11066469276118363
8.36734693877551,4.543040443788283
1.0204081632653061,0.288101480618712
5.714285714285714,3.011881163208434
0.8163265306122449,-1.4113104061337072
2.0408163265306123,1.0352130981488972
2.857142857142857,0.09090728647134799
6.122448979591837,2.4412541601596636
3.2653061224489797,1.0975900456869536
7.346938775510204,4.663622270858887
0.40816326530612246,-0.6824912666397193
7.142857142857143,2.0567166180697036
2.2448979591836737,-0.6490232694008229
8.775510204081632,2.803005962411531
8.979591836734695,4.226377784264778
3.2653061224489797,0.5472381861475725
7.959183673469388,3.746935024535472
8.36734693877551,3.80599016187234
8.979591836734695,4.3841676212634075
4.4897959183673475,1.5324435470684663
8.775510204081632,5.109805605960909
0.0,-1.3556087780081048
1.0204081632653061,-2.2103185419248206
5.1020408163265305,2.06883137069676
1.4285714285714286,0.8089039783147398
1.0204081632653061,0.4650408104406031
3.2653061224489797,0.3488945752731028
0.20408163265306123,-1.6004641937044135
2.857142857142857,-0.45690884769620965
7.142857142857143,3.9531082271568687
9.387755102040817,2.3972577020215393
5.510204081632653,2.4290069772307206
2.0408163265306123,0.9779773614432092
3.673469387755102,0.8907876787401147
8.571428571428571,3.554907419475751
1.2244897959183674,2.066649924014639
7.551020408163265,2.301042303262432
9.795918367346939,4.439163388016108
6.530612244897959,2.392819084254235
1.6326530612244898,-0.7991287291177541
9.591836734693878,2.6465969435195906
2.857142857142857,-0.1741083600384209
10.0,2.3565416030116055
3.0612244897959187,1.854080114227713
0.40816326530612246,-0.3242536326525599
1.0204081632653061,2.4667086072324738
4.285714285714286,-0.9540191245158296
8.571428571428571,2.2144147909769085
6.122448979591837,4.547209104994019
2.2448979591836737,2.706821837517791
9.591836734693878,5.151257723683538
2.6530612244897958,0.459033225414496
3.0612244897959187,1.036742981849189
0.0,-0.22282057415448753
6.938775510204081,3.014266920209932
6.530612244897959,5.389961579321641
2.0408163265306123,-0.579009819966637
6.122448979591837,1.7152733643470102
2.0408163265306123,0.36000487686978977
1.6326530612244898,-1.9648386389794281
5.1020408163265305,2.090279260452901
5.918367346938775,2.785289368376502
0.20408163265306123,-1.8039626081092583
5.918367346938775,1.1597513409896385
4.081632653061225,0.8323629759599029
7.755102040816327,2.0135378251588745
1.0204081632653061,0.29195085289873146
9.183673469387756,4.0038168184941885
